candidate_id,source_kind,source_name,source_url,registration_urls,title_hint,provider_hint,venue_hint,postal_hint,area_hints,date_hints,time_hints,cost_hints,age_hints,topic_hints,excerpt_or_notes,missing_for_ckb,priority_score,review_decision,reviewed_at,reviewed_by,review_notes
NLB-5971119,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5971119,,Robotics & Coding Starter Session - Motion & Movement Control Made Easy @ Punggol Library | MakeIT,National Library Board,Punggol Library - MakeIT (Level 4),,,2026-09-20T15:00,,0 | 0,13 | 17,artistic|explorative,"campus: Punggol Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5971120,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5971120,,Sewing Starter Session @ Tampines Library | MakeIT,National Library Board,Tampines Library - MakeIT (Level 4),,,2026-09-20T15:00,,0 | 0,13 | 17,artistic|explorative,"campus: Tampines Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5971121,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5971121,,Sewing Starter Session @ Jurong Library | MakeIT,National Library Board,Jurong Library - MakeIT (Level 2),,,2026-09-25T12:00,,0 | 0,13 | 17,artistic|explorative,"campus: Jurong Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5971122,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5971122,,3D Starter Session @ Tampines Library | MakeIT,National Library Board,Tampines Library - MakeIT (Level 4),,,2026-09-25T12:00,,0 | 0,13 | 17,artistic|explorative,"campus: Tampines Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5971123,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5971123,,Laser Cutting Starter Session @ Woodlands Library | MakeIT,National Library Board,Woodlands Library - MakeIT (Level 3),,,2026-09-25T12:00,,0 | 0,13 | 17,artistic|explorative,"campus: Woodlands Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5971124,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5971124,,Videography Starter Session @ Punggol Library | MakeIT,National Library Board,Punggol Library - MakeIT (Level 4),,,2026-09-26T15:00,,0 | 0,13 | 17,artistic|explorative,"campus: Punggol Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5971125,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5971125,,Digital Cutting Machine Starter Session @ Tampines Library | MakeIT,National Library Board,Tampines Library - MakeIT (Level 4),,,2026-09-26T15:00,,0 | 0,13 | 17,artistic|explorative,"campus: Tampines Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5971126,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5971126,,3D Starter Session @ Woodlands Library | MakeIT,National Library Board,Woodlands Library - MakeIT (Level 3),,,2026-09-26T15:00,,0 | 0,13 | 17,artistic|explorative,"campus: Woodlands Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5971127,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5971127,,3D Starter Session @ Woodlands Library | MakeIT,National Library Board,Woodlands Library - MakeIT (Level 3),,,2026-09-28T15:00,,0 | 0,13 | 17,artistic|explorative,"campus: Woodlands Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5971128,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5971128,,MakeIT with BOSON Starter Session @ Jurong Library | MakeIT,National Library Board,Jurong Library - MakeIT (Level 2),,,2026-09-27T15:00,,0 | 0,13 | 17,artistic|explorative,"campus: Jurong Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5971129,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5971129,,Laser Cutting Starter Session @ Tampines Library | MakeIT,National Library Board,Tampines Library - MakeIT (Level 4),,,2026-09-27T15:00,,0 | 0,13 | 17,artistic|explorative,"campus: Tampines Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5971131,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5971131,,Ideate to Make IT @ Woodlands Library | MakeIT,National Library Board,Woodlands Library - MakeIT (Level 3),,,2026-09-13T15:00,,0 | 0,13 | 17,explorative,"campus: Woodlands Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5971203,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5971203,,Tinkering Book Club with Hwa Chong Institution Library Council | Jurong Library,National Library Board,Jurong Library - MakeIT (Level 2),,,2026-09-05T15:00,,0 | 0,13 | 17,chill,"campus: Jurong Library · categories: Areas of Interest > Reading, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5971277,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5971277,,Career Panel: Science & Research,National Library Board,"National Library Building - Launch, Programme Room (Level 7)",,,2026-09-19T14:00,,0 | 0,13 | 17,explorative,"campus: National Library Building · categories: Areas of Interest > Career, Event Type > Talk, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5971278,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5971278,,Career Panel: Engineering & Robotics,National Library Board,Harbourfront Library - Programme Zone 2 (Level 3),,,2026-10-17T14:00,,0 | 0,13 | 17,explorative,"campus: Harbourfront Library · categories: Areas of Interest > Career, Event Type > Talk, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5971333,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5971333,,MOLLY Weekend Outreach @ Woodleigh Link,National Library Board,Others,,,2026-09-26T13:30,,0 | 0,13 | 17,chill,"campus: Others · categories: Areas of Interest > Accessible, Areas of Interest > Reading, Event Type > Experiential Event, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5971424,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5971424,,PUBLIC TOUR | THE ALBATROSS FILE,National Library Board,National Library Building - Gallery (Level 10),,,2026-09-10T14:05,,0 | 0,13 | 17,explorative,"campus: National Library Building · categories: Areas of Interest > Singapore, Event Type > Tour, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5971425,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5971425,,PUBLIC TOUR | THE ALBATROSS FILE,National Library Board,National Library Building - Gallery (Level 10),,,2026-09-12T11:10,,0 | 0,13 | 17,explorative,"campus: National Library Building · categories: Areas of Interest > Singapore, Event Type > Tour, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5971427,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5971427,,PUBLIC TOUR | THE ALBATROSS FILE,National Library Board,National Library Building - Gallery (Level 10),,,2026-09-26T11:10,,0 | 0,13 | 17,explorative,"campus: National Library Building · categories: Areas of Interest > Singapore, Event Type > Tour, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5971428,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5971428,,PUBLIC TOUR | THE ALBATROSS FILE (IN CHINESE),National Library Board,National Library Building - Gallery (Level 10),,,2026-09-13T11:10,,0 | 0,13 | 17,explorative,"campus: National Library Building · categories: Areas of Interest > Singapore, Event Type > Tour, Language > Chinese · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5971429,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5971429,,PUBLIC TOUR | THE ALBATROSS FILE (IN CHINESE),National Library Board,National Library Building - Gallery (Level 10),,,2026-09-27T11:10,,0 | 0,13 | 17,explorative,"campus: National Library Building · categories: Areas of Interest > Singapore, Event Type > Tour, Language > Chinese · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5971444,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5971444,,Access Bazaar,National Library Board,Punggol Library - Atrium (Level 1),,,2026-09-06T10:00,,0 | 0,13 | 17,artistic,"campus: Punggol Library · categories: Areas of Interest > Accessible, Areas of Interest > Art & Creativity, Event Type > Others, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5971645,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5971645,,Cut Videos That Click @ Punggol Library | MakeIT,National Library Board,Punggol Library - MakeIT (Level 4),,,2026-09-04T17:30,,0 | 0,13 | 17,explorative,"campus: Punggol Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5971646,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5971646,,Shape Videos That Stick @ Punggol Library | MakeIT,National Library Board,Punggol Library - MakeIT (Level 4),,,2026-09-06T15:00,,0 | 0,13 | 17,explorative,"campus: Punggol Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5971657,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5971657,,Cut Videos That Click @ Woodlands Library | MakeIT,National Library Board,Woodlands Library - MakeIT (Level 3),,,2026-09-12T15:00,,0 | 0,13 | 17,explorative,"campus: Woodlands Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5971658,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5971658,,Shape Videos That Stick @ Woodlands Library | MakeIT,National Library Board,Woodlands Library - MakeIT (Level 3),,,2026-09-10T17:30,,0 | 0,13 | 17,explorative,"campus: Woodlands Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5971674,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5971674,,Lee Studio Presents TSS Vocal Gala | When Dreams Take Flight,National Library Board,CAL - National Library Building - Lobby (Level 1),,,2026-09-11T19:00,,0 | 0,13 | 17,artistic,"campus: Central Arts Library · categories: Areas of Interest > Art & Creativity, Event Type > Performance, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5971688,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5971688,,Cut Videos That Click @ Woodlands Library | MakeIT,National Library Board,Woodlands Library - MakeIT (Level 3),,,2026-09-17T17:30,,0 | 0,13 | 17,explorative,"campus: Woodlands Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5971690,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5971690,,Cut Videos That Click @ Punggol Library | MakeIT,National Library Board,Punggol Library - MakeIT (Level 4),,,2026-09-27T15:00,,0 | 0,13 | 17,explorative,"campus: Punggol Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5971693,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5971693,,Shape Videos That Stick @ Woodlands Library | MakeIT,National Library Board,Woodlands Library - MakeIT (Level 3),,,2026-09-19T15:00,,0 | 0,13 | 17,explorative,"campus: Woodlands Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5971694,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5971694,,Shape Videos That Stick @ Punggol Library | MakeIT,National Library Board,Punggol Library - MakeIT (Level 4),,,2026-09-25T17:30,,0 | 0,13 | 17,explorative,"campus: Punggol Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5971769,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5971769,,Puzzle It Out! A Jigsaw Puzzle Pop-Up | Jurong West Library,National Library Board,Jurong West Library,,,2026-09-01T10:00,,0 | 0,13 | 17,chill,"campus: Jurong West Library · categories: Areas of Interest > Reading, Event Type > Experiential Event, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5971772,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5971772,,"[LOLA 2026] Our Singapore, Our Stories Pop-up booth",National Library Board,National Library Building - Lobby (Level 1),,,2026-09-06T11:00,,0 | 0,13 | 17,explorative,"campus: National Library Building · categories: Areas of Interest > Singapore, Event Type > Exhibition, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5971829,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5971829,,Puzzle It Out! A Jigsaw Puzzle Pop-Up | Jurong West Library,National Library Board,Jurong West Library,,,2026-10-01T10:00,,0 | 0,13 | 17,chill,"campus: Jurong West Library · categories: Areas of Interest > Reading, Event Type > Experiential Event, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5971942,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5971942,,[LOLA 2026] Uku Strummers Performance - Jurong Library,National Library Board,Jurong Library - Programme Zone (Level 1),,,2026-09-06T13:00,,0 | 0,13 | 17,explorative,"campus: Jurong Library · categories: Areas of Interest > Others, Event Type > Performance, Language > Others · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5971944,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5971944,,[LOLA 2026] Speed Book Swap (Community Bookworm Programme) - Jurong Library,National Library Board,Jurong Library - Programme Zone (Level 1),,,2026-09-06T14:30,,0 | 0,13 | 17,chill,"campus: Jurong Library · categories: Areas of Interest > Reading, Event Type > Experiential Event, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5971976,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5971976,,Fungal solutions: exploring the potential of fungi for oil pollution cleanup | Down to Earth,National Library Board,,,,2026-09-25T19:00,,0 | 0,13 | 17,artistic,"campus: ? · categories: Areas of Interest > Sustainability, Event Type > Talk, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5972115,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5972115,,Pre-concert | LAND with NO SUN IV: EOS by TO Ensemble,National Library Board,CAL - National Library Building - Lobby (Level 1),,,2026-09-05T16:00,,0 | 0,13 | 17,artistic,"campus: Central Arts Library · categories: Areas of Interest > Art & Creativity, Event Type > Performance, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5972189,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5972189,,Puzzle It Out! A Jigsaw Puzzle Pop-Up | Choa Chu Kang Library,National Library Board,Choa Chu Kang Library,,,2026-10-01T11:00,,0 | 0,13 | 17,chill,"campus: Choa Chu Kang Library · categories: Areas of Interest > Reading, Event Type > Experiential Event, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5972198,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5972198,,Puzzle It Out! A Jigsaw Puzzle Pop-Up | Choa Chu Kang Library,National Library Board,Choa Chu Kang Library,,,2026-09-01T11:00,,0 | 0,13 | 17,chill,"campus: Choa Chu Kang Library · categories: Areas of Interest > Reading, Event Type > Experiential Event, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5972258,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5972258,,"[LOLA 2026] Read Together, Grow Together",National Library Board,Punggol Library - Teenspace (Level 3),,,2026-09-19T13:00,,0 | 0,13 | 17,chill,"campus: Punggol Library · categories: Areas of Interest > Reading, Event Type > Talk, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5972305,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5972305,,"Amazon Think Big Program Workshop Series - Bot Builders: Design, Build, and Compete!",National Library Board,Jurong Library - MakeIT (Level 2),,,2026-09-12T15:30,,0 | 0,13 | 17,explorative,"campus: Jurong Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5972308,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5972308,,Amazon Think Big Program Workshop Series - AI Lab: Build Your Own Adventure Story,National Library Board,Jurong Library - MakeIT (Level 2),,,2026-09-26T13:00,,0 | 0,13 | 17,explorative,"campus: Jurong Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5972310,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5972310,,Amazon Think Big Program Workshop Series - Build a Disaster Relief Robot,National Library Board,Jurong Library - MakeIT (Level 2),,,2026-09-26T15:30,,0 | 0,13 | 17,explorative,"campus: Jurong Library · categories: Areas of Interest > Technology, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5972347,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5972347,,Sing A Cappella | A Cappella Society,National Library Board,CAL - National Library Building - Lobby (Level 1),,,2026-09-06T13:30,,0 | 0,13 | 17,artistic,"campus: Central Arts Library · categories: Areas of Interest > Art & Creativity, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5972352,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5972352,,Sing Pop A Cappella | TAS Youth & Pop Kids,National Library Board,CAL - National Library Building - Lobby (Level 1),,,2026-09-27T13:30,,0 | 0,13 | 17,artistic,"campus: Central Arts Library · categories: Areas of Interest > Art & Creativity, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5972390,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5972390,,World Animal Day 2026: Parrots Learn and Play Like Us Too!,National Library Board,Central Library at the National Library Building - The Submarine (Basement 1),,,2026-09-13T14:00,,0 | 0,13 | 17,explorative,"campus: Central Library · categories: Areas of Interest > Sustainability, Event Type > Others, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5972393,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5972393,,World Animal Day 2026 Programme: Film Screening of HOMEBOUND,National Library Board,Central Library at the National Library Building - Programme Room 1 & 2 (Basement 1),,,2026-09-19T17:00,,0 | 0,13 | 17,explorative,"campus: Central Library · categories: Areas of Interest > Sustainability, Event Type > Others, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5972405,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5972405,,Board Games B.F.F.,National Library Board,Punggol Library - Programme Room (Level 5),,,2026-09-07T14:00,,0 | 0,13 | 17,explorative,"campus: Punggol Library · categories: Areas of Interest > Accessible, Event Type > Others, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5972406,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5972406,,Board Games B.F.F.,National Library Board,Punggol Library - Programme Room (Level 5),,,2026-09-14T14:00,,0 | 0,13 | 17,explorative,"campus: Punggol Library · categories: Areas of Interest > Accessible, Event Type > Others, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5972407,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5972407,,Board Games B.F.F.,National Library Board,Punggol Library - Programme Room (Level 5),,,2026-09-21T14:00,,0 | 0,13 | 17,explorative,"campus: Punggol Library · categories: Areas of Interest > Accessible, Event Type > Others, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5972408,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5972408,,Board Games B.F.F.,National Library Board,Punggol Library - Programme Room (Level 5),,,2026-09-28T14:00,,0 | 0,13 | 17,explorative,"campus: Punggol Library · categories: Areas of Interest > Accessible, Event Type > Others, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
NLB-5972409,merged_nlb_draft,National Library Board,https://nlb.libcal.com/event/5972409,,SDO Digital Literacy,National Library Board,Punggol Library - Meeting Room (Level 3),,,2026-09-08T10:00,,0 | 0,13 | 17,explorative,"campus: Punggol Library · categories: Areas of Interest > Accessible, Event Type > Workshop, Language > English · cost not stated — confirm and enter 0 only if free · DRAFT from libcal API — open the link and verify before using",verified_at | verified_by | cost_one_off_sgd | planning_area | beginner_friendly | join_alone_ok | guest_allowed,1,,,,
